State,District,Market,Commodity,Variety,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Date
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1053,2076,2376,2237,16-11-2024
Madhya Pradesh,Indore,Indore,Chickpea,Local,876,4954,6288,5557,16-11-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,302,5501,6835,6240,16-11-2024
Gujarat,Rajkot,Rajkot,Maize,Local,1361,2058,2384,2200,16-11-2024
Gujarat,Surat,Surat,Cotton,Local,148,6513,7782,7052,16-11-2024
Rajasthan,Kota,Kota,Bajra,Local,303,2118,2600,2385,16-11-2024
Rajasthan,Kota,Kota,Soybean,Local,1454,4230,4865,4553,16-11-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,1115,4808,5599,5287,16-11-2024
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,291,9100,11431,10255,16-11-2024
Andhra Pradesh,Guntur,Guntur,Rice,Local,459,1894,2279,2134,16-11-2024
Andhra Pradesh,Guntur,Guntur,Maize,Local,889,2085,2380,2199,16-11-2024
Karnataka,Bangalore,Bangalore,Maize,Local,530,2074,2442,2234,16-11-2024
Karnataka,Hubli,Hubli,Tomato,Local,1225,1987,2376,2242,16-11-2024
Karnataka,Hubli,Hubli,Rice,Local,203,2104,2490,2223,16-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,590,1709,2133,1874,16-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,645,1949,2348,2080,16-11-2024
Tamil Nadu,Chennai,Chennai,Maize,Local,244,1939,2400,2150,16-11-2024
West Bengal,Burdwan,Burdwan,Rice,Local,946,1910,2317,2141,16-11-2024
West Bengal,Kolkata,Kolkata,Potato,Local,751,995,1157,1068,16-11-2024
Bihar,Gaya,Gaya,Wheat,Local,1462,1973,2434,2163,16-11-2024
Bihar,Patna,Patna,Rice,Local,281,1982,2403,2142,16-11-2024
Maharashtra,Nashik,Lasalgaon,Soybean,Local,947,4517,5443,4943,23-11-2024
Maharashtra,Amravati,Amravati,Onion,Local,1451,1818,2149,1945,23-11-2024
Maharashtra,Pune,Pune,Jowar,Local,1049,3195,3707,3390,23-11-2024
Uttar Pradesh,Meerut,Meerut,Sugarcane,Local,1438,2757,3130,2978,23-11-2024
Uttar Pradesh,Kanpur,Kanpur,Onion,Local,1421,1724,2062,1873,23-11-2024
Uttar Pradesh,Lucknow,Lucknow,Wheat,Local,936,2070,2466,2230,23-11-2024
Punjab,Amritsar,Amritsar,Cotton,Local,1305,6479,7808,6908,23-11-2024
Punjab,Bathinda,Bathinda,Rice,Local,1011,2080,2410,2200,23-11-2024
Punjab,Patiala,Patiala,Maize,Local,543,2031,2510,2294,23-11-2024
Haryana,Hisar,Hisar,Maize,Local,211,2008,2489,2215,23-11-2024
Haryana,Hisar,Hisar,Wheat,Local,1070,2165,2489,2353,23-11-2024
Haryana,Karnal,Karnal,Rice,Local,86,2119,2496,2234,23-11-2024
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,1287,4065,4888,4619,23-11-2024
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,984,5165,6230,5618,23-11-2024
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,980,1966,2381,2225,23-11-2024
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,504,1954,2461,2201,23-11-2024
Gujarat,Surat,Surat,Cotton,Local,647,6393,7747,6815,23-11-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,386,5945,6744,6398,23-11-2024
Rajasthan,Jaipur,Jaipur,Wheat,Local,854,2031,2348,2201,23-11-2024
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,270,4327,5159,4629,23-11-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,302,4903,5890,5304,23-11-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,936,1916,2262,2057,23-11-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,412,2013,2491,2199,23-11-2024
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,843,9362,10673,10054,23-11-2024
Karnataka,Mysore,Mysore,Chickpea,Local,558,5146,6205,5578,23-11-2024
Karnataka,Bangalore,Bangalore,Rice,Local,323,1994,2375,2206,23-11-2024
Karnataka,Hubli,Hubli,Maize,Local,662,1995,2400,2148,23-11-2024
Tamil Nadu,Madurai,Madurai,Onion,Local,757,1670,1946,1808,23-11-2024
Tamil Nadu,Madurai,Madurai,Maize,Local,414,1894,2318,2037,23-11-2024
Tamil Nadu,Madurai,Madurai,Rice,Local,771,2002,2412,2165,23-11-2024
West Bengal,Kolkata,Kolkata,Potato,Local,915,1040,1211,1103,23-11-2024
West Bengal,Kolkata,Kolkata,Rice,Local,1422,1868,2252,2118,23-11-2024
Bihar,Patna,Patna,Wheat,Local,563,1982,2393,2224,23-11-2024
Bihar,Patna,Patna,Rice,Local,1158,1995,2314,2149,23-11-2024
Maharashtra,Nagpur,Nagpur,Tomato,Local,1475,2208,2573,2402,30-11-2024
Maharashtra,Amravati,Amravati,Onion,Local,903,1729,2123,1958,30-11-2024
Maharashtra,Solapur,Solapur,Sugarcane,Local,76,3038,3705,3369,30-11-2024
Uttar Pradesh,Kanpur,Kanpur,Potato,Local,511,1063,1233,1131,30-11-2024
Uttar Pradesh,Kanpur,Kanpur,Rice,Local,446,2001,2406,2179,30-11-2024
Uttar Pradesh,Meerut,Meerut,Onion,Local,405,1733,1930,1826,30-11-2024
Punjab,Patiala,Patiala,Wheat,Local,1246,2181,2519,2373,30-11-2024
Punjab,Ludhiana,Ludhiana,Rice,Local,131,2007,2494,2199,30-11-2024
Punjab,Patiala,Patiala,Cotton,Local,1330,6776,8230,7351,30-11-2024
Haryana,Rohtak,Rohtak,Rice,Local,426,2036,2403,2190,30-11-2024
Haryana,Hisar,Hisar,Maize,Local,1149,1950,2316,2130,30-11-2024
Haryana,Hisar,Hisar,Cotton,Local,729,6097,7280,6809,30-11-2024
Madhya Pradesh,Indore,Indore,Soybean,Local,1199,4399,5206,4764,30-11-2024
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,1365,4774,5658,5280,30-11-2024
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,282,2164,2516,2332,30-11-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,1091,6684,7726,7129,30-11-2024
Gujarat,Surat,Surat,Maize,Local,706,1947,2396,2161,30-11-2024
Gujarat,Surat,Surat,Groundnut,Local,1151,5475,7023,6174,30-11-2024
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,1453,2233,2584,2417,30-11-2024
Rajasthan,Kota,Kota,Soybean,Local,941,4266,5364,4770,30-11-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,98,4994,6274,5643,30-11-2024
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,1192,8538,10835,9661,30-11-2024
Andhra Pradesh,Guntur,Guntur,Maize,Local,844,1931,2313,2155,30-11-2024
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,1428,2025,2340,2225,30-11-2024
Karnataka,Mysore,Mysore,Tomato,Local,198,2193,2650,2381,30-11-2024
Karnataka,Hubli,Hubli,Chickpea,Local,667,5153,6509,5807,30-11-2024
Karnataka,Hubli,Hubli,Rice,Local,859,2007,2342,2150,30-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,1167,1925,2348,2164,30-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1376,1937,2417,2176,30-11-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,339,1691,2167,1920,30-11-2024
West Bengal,Hooghly,Hooghly,Rice,Local,224,1930,2337,2126,30-11-2024
West Bengal,Hooghly,Hooghly,Potato,Local,483,990,1184,1062,30-11-2024
Bihar,Patna,Patna,Wheat,Local,284,1962,2280,2125,30-11-2024
Bihar,Gaya,Gaya,Rice,Local,1174,1950,2236,2120,30-11-2024
Maharashtra,Nagpur,Nagpur,Onion,Local,727,1737,2142,1943,30-12-2024
Maharashtra,Pune,Pune,Cotton,Local,1318,6324,7233,6830,30-12-2024
Maharashtra,Solapur,Solapur,Turmeric,Local,1312,9673,11692,10721,30-12-2024
Uttar Pradesh,Agra,Agra,Potato,Local,395,1045,1268,1116,30-12-2024
Uttar Pradesh,Varanasi,Varanasi,Rice,Local,1362,2006,2390,2145,30-12-2024
Uttar Pradesh,Varanasi,Varanasi,Onion,Local,729,1676,2058,1852,30-12-2024
Punjab,Amritsar,Amritsar,Cotton,Local,1372,6705,7774,7335,30-12-2024
Punjab,Ludhiana,Ludhiana,Rice,Local,1153,2255,2549,2399,30-12-2024
Punjab,Amritsar,Amritsar,Maize,Local,204,2079,2333,2207,30-12-2024
Haryana,Rohtak,Rohtak,Wheat,Local,583,2203,2593,2462,30-12-2024
Haryana,Hisar,Hisar,Maize,Local,354,2109,2548,2298,30-12-2024
Haryana,Karnal,Karnal,Cotton,Local,645,6641,7773,7047,30-12-2024
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,1307,4045,4921,4593,30-12-2024
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,1209,2082,2491,2340,30-12-2024
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,498,5171,6125,5659,30-12-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,789,5635,6820,6382,30-12-2024
Gujarat,Rajkot,Rajkot,Maize,Local,1378,1987,2297,2179,30-12-2024
Gujarat,Surat,Surat,Cotton,Local,610,6397,7471,6749,30-12-2024
Rajasthan,Kota,Kota,Soybean,Local,209,4210,5122,4644,30-12-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,881,5214,5885,5500,30-12-2024
Rajasthan,Jaipur,Jaipur,Bajra,Local,1287,2339,2901,2587,30-12-2024
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,483,8777,10983,9913,30-12-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,292,1982,2440,2189,30-12-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1036,1982,2359,2116,30-12-2024
Karnataka,Bangalore,Bangalore,Rice,Local,549,2113,2483,2284,30-12-2024
Karnataka,Bangalore,Bangalore,Maize,Local,1099,1954,2252,2120,30-12-2024
Karnataka,Hubli,Hubli,Tomato,Local,418,2183,2611,2452,30-12-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1015,1966,2426,2196,30-12-2024
Tamil Nadu,Chennai,Chennai,Rice,Local,1243,2009,2365,2142,30-12-2024
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1454,1762,2049,1924,30-12-2024
West Bengal,Burdwan,Burdwan,Potato,Local,464,975,1139,1075,30-12-2024
West Bengal,Burdwan,Burdwan,Rice,Local,356,2030,2413,2218,30-12-2024
Bihar,Patna,Patna,Wheat,Local,1138,2048,2338,2219,30-12-2024
Bihar,Patna,Patna,Rice,Local,1154,1912,2335,2064,30-12-2024
Maharashtra,Amravati,Amravati,Potato,Local,1037,1127,1320,1213,13-01-2025
Maharashtra,Latur,Latur,Jowar,Local,1476,3137,3893,3468,13-01-2025
Maharashtra,Amravati,Amravati,Chickpea,Local,526,5024,6174,5649,13-01-2025
Uttar Pradesh,Meerut,Meerut,Wheat,Local,64,2145,2519,2361,13-01-2025
Uttar Pradesh,Kanpur,Kanpur,Potato,Local,470,1028,1216,1122,13-01-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1248,2746,3367,3094,13-01-2025
Punjab,Ludhiana,Ludhiana,Maize,Local,863,2107,2601,2283,13-01-2025
Punjab,Bathinda,Bathinda,Cotton,Local,808,6663,7793,7127,13-01-2025
Punjab,Bathinda,Bathinda,Rice,Local,1494,2044,2451,2267,13-01-2025
Haryana,Karnal,Karnal,Cotton,Local,381,6606,8068,7249,13-01-2025
Haryana,Rohtak,Rohtak,Maize,Local,1177,1996,2375,2198,13-01-2025
Haryana,Karnal,Karnal,Wheat,Local,1352,2298,2631,2472,13-01-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,504,2180,2528,2394,13-01-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,870,4784,5878,5420,13-01-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,408,4395,5412,4768,13-01-2025
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,448,6772,7857,7165,13-01-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1309,6040,7340,6596,13-01-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,372,2025,2481,2237,13-01-2025
Rajasthan,Kota,Kota,Soybean,Local,81,4360,5127,4800,13-01-2025
Rajasthan,Kota,Kota,Wheat,Local,1195,2245,2613,2377,13-01-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,1291,5302,6015,5596,13-01-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,198,1946,2270,2142,13-01-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,577,9479,11242,10017,13-01-2025
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,822,2097,2535,2279,13-01-2025
Karnataka,Bangalore,Bangalore,Rice,Local,1251,2124,2542,2329,13-01-2025
Karnataka,Hubli,Hubli,Tomato,Local,501,2152,2598,2396,13-01-2025
Karnataka,Hubli,Hubli,Maize,Local,773,2098,2436,2241,13-01-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,750,1685,2111,1901,13-01-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,497,1954,2360,2189,13-01-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,439,1988,2335,2101,13-01-2025
West Bengal,Kolkata,Kolkata,Rice,Local,465,2047,2324,2175,13-01-2025
West Bengal,Kolkata,Kolkata,Potato,Local,295,1031,1276,1139,13-01-2025
Bihar,Gaya,Gaya,Rice,Local,1037,1980,2273,2157,13-01-2025
Bihar,Gaya,Gaya,Wheat,Local,1226,2072,2580,2266,13-01-2025
Maharashtra,Amravati,Amravati,Soybean,Local,1126,4513,5138,4840,27-01-2025
Maharashtra,Aurangabad,Aurangabad,Potato,Local,761,1108,1233,1171,27-01-2025
Maharashtra,Solapur,Solapur,Cotton,Local,296,6766,7902,7242,27-01-2025
Uttar Pradesh,Agra,Agra,Onion,Local,1239,1718,2084,1950,27-01-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1173,2836,3298,3073,27-01-2025
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,799,1928,2334,2112,27-01-2025
Punjab,Patiala,Patiala,Cotton,Local,870,6651,7722,7131,27-01-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,1454,2119,2621,2303,27-01-2025
Punjab,Bathinda,Bathinda,Wheat,Local,1187,2344,2827,2519,27-01-2025
Haryana,Karnal,Karnal,Rice,Local,69,2185,2562,2345,27-01-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1341,2151,2733,2418,27-01-2025
Haryana,Rohtak,Rohtak,Maize,Local,563,2035,2468,2256,27-01-2025
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,570,4839,5805,5428,27-01-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,582,2109,2656,2378,27-01-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,754,4261,5206,4636,27-01-2025
Gujarat,Surat,Surat,Cotton,Local,1229,6798,7662,7175,27-01-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,777,5824,7312,6527,27-01-2025
Gujarat,Rajkot,Rajkot,Maize,Local,210,2044,2496,2236,27-01-2025
Rajasthan,Kota,Kota,Soybean,Local,913,4510,5527,4876,27-01-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,212,2144,2671,2360,27-01-2025
Rajasthan,Kota,Kota,Bajra,Local,597,2247,2762,2491,27-01-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,1252,9815,11913,10501,27-01-2025
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,97,2059,2416,2265,27-01-2025
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,1485,2097,2569,2264,27-01-2025
Karnataka,Hubli,Hubli,Tomato,Local,1019,2110,2700,2380,27-01-2025
Karnataka,Bangalore,Bangalore,Rice,Local,220,2023,2376,2166,27-01-2025
Karnataka,Mysore,Mysore,Chickpea,Local,848,5051,6288,5670,27-01-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,399,1928,2380,2169,27-01-2025
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1025,1691,2115,1868,27-01-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,961,2039,2388,2222,27-01-2025
West Bengal,Burdwan,Burdwan,Rice,Local,1122,1994,2374,2157,27-01-2025
West Bengal,Kolkata,Kolkata,Potato,Local,1155,1011,1212,1121,27-01-2025
Bihar,Patna,Patna,Wheat,Local,71,2009,2351,2210,27-01-2025
Bihar,Gaya,Gaya,Rice,Local,637,1974,2248,2116,27-01-2025
Maharashtra,Nashik,Lasalgaon,Wheat,Local,1272,2256,2710,2416,26-02-2025
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,1198,2321,2696,2527,26-02-2025
Maharashtra,Amravati,Amravati,Potato,Local,848,1061,1328,1190,26-02-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1305,2782,3303,3012,26-02-2025
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,895,1995,2404,2141,26-02-2025
Uttar Pradesh,Varanasi,Varanasi,Onion,Local,1354,1795,2164,2011,26-02-2025
Punjab,Amritsar,Amritsar,Cotton,Local,1145,6228,7451,7066,26-02-2025
Punjab,Amritsar,Amritsar,Rice,Local,947,2020,2446,2277,26-02-2025
Punjab,Bathinda,Bathinda,Maize,Local,750,1998,2456,2244,26-02-2025
Haryana,Karnal,Karnal,Maize,Local,349,2119,2446,2265,26-02-2025
Haryana,Karnal,Karnal,Cotton,Local,421,6391,7739,7043,26-02-2025
Haryana,Karnal,Karnal,Rice,Local,75,2141,2587,2386,26-02-2025
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,118,5269,6457,5784,26-02-2025
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,476,2197,2580,2352,26-02-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,374,4444,5321,4691,26-02-2025
Gujarat,Surat,Surat,Maize,Local,156,2004,2407,2224,26-02-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,714,5652,7046,6365,26-02-2025
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,547,6160,7266,6850,26-02-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,559,2303,2894,2585,26-02-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,1330,4438,5167,4782,26-02-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,269,2127,2559,2299,26-02-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,948,2142,2560,2290,26-02-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,325,2033,2370,2190,26-02-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,653,9789,11667,10710,26-02-2025
Karnataka,Hubli,Hubli,Rice,Local,1276,2054,2486,2276,26-02-2025
Karnataka,Hubli,Hubli,Tomato,Local,589,2181,2593,2378,26-02-2025
Karnataka,Hubli,Hubli,Chickpea,Local,826,5081,6393,5773,26-02-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,1398,2017,2507,2249,26-02-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,1179,1810,2252,2026,26-02-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,276,1968,2415,2180,26-02-2025
West Bengal,Kolkata,Kolkata,Rice,Local,463,1968,2498,2213,26-02-2025
West Bengal,Burdwan,Burdwan,Potato,Local,845,1001,1243,1129,26-02-2025
Bihar,Patna,Patna,Rice,Local,76,1841,2292,2056,26-02-2025
Bihar,Patna,Patna,Wheat,Local,1008,2189,2605,2316,26-02-2025
Maharashtra,Pune,Pune,Potato,Local,1133,1096,1371,1240,05-03-2025
Maharashtra,Latur,Latur,Jowar,Local,492,3276,3690,3491,05-03-2025
Maharashtra,Nashik,Lasalgaon,Chickpea,Local,438,5357,6319,5756,05-03-2025
Uttar Pradesh,Agra,Agra,Onion,Local,900,1810,2266,2028,05-03-2025
Uttar Pradesh,Varanasi,Varanasi,Rice,Local,1488,2067,2495,2246,05-03-2025
Uttar Pradesh,Meerut,Meerut,Potato,Local,872,1059,1267,1188,05-03-2025
Punjab,Patiala,Patiala,Maize,Local,695,2100,2583,2278,05-03-2025
Punjab,Ludhiana,Ludhiana,Cotton,Local,712,6768,8244,7447,05-03-2025
Punjab,Patiala,Patiala,Wheat,Local,570,2273,2842,2540,05-03-2025
Haryana,Rohtak,Rohtak,Rice,Local,83,1978,2412,2242,05-03-2025
Haryana,Karnal,Karnal,Cotton,Local,504,6566,7321,6968,05-03-2025
Haryana,Hisar,Hisar,Maize,Local,1462,2040,2601,2314,05-03-2025
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,801,4981,5848,5504,05-03-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,868,2184,2467,2331,05-03-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,404,4530,5459,4868,05-03-2025
Gujarat,Rajkot,Rajkot,Maize,Local,164,1989,2303,2124,05-03-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,296,6087,7063,6495,05-03-2025
Gujarat,Surat,Surat,Cotton,Local,1348,6743,8136,7177,05-03-2025
Rajasthan,Kota,Kota,Chickpea,Local,719,5219,6367,5784,05-03-2025
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,854,2282,2845,2562,05-03-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,934,2258,2597,2454,05-03-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,1172,1968,2407,2155,05-03-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,1479,2019,2422,2224,05-03-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,859,9773,11422,10696,05-03-2025
Karnataka,Hubli,Hubli,Maize,Local,1452,1941,2352,2160,05-03-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,763,5280,6198,5696,05-03-2025
Karnataka,Bangalore,Bangalore,Tomato,Local,674,2261,2581,2453,05-03-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1453,2012,2281,2130,05-03-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,161,1837,2087,1973,05-03-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,639,2175,2597,2302,05-03-2025
West Bengal,Kolkata,Kolkata,Potato,Local,1151,1025,1213,1123,05-03-2025
West Bengal,Burdwan,Burdwan,Rice,Local,1039,1948,2281,2125,05-03-2025
Bihar,Patna,Patna,Wheat,Local,573,2157,2509,2286,05-03-2025
Bihar,Patna,Patna,Rice,Local,605,1858,2312,2078,05-03-2025
Maharashtra,Amravati,Amravati,Wheat,Local,787,2325,2842,2510,19-03-2025
Maharashtra,Nashik,Lasalgaon,Onion,Local,841,1841,2310,2045,19-03-2025
Maharashtra,Aurangabad,Aurangabad,Jowar,Local,696,3259,3964,3559,19-03-2025
Uttar Pradesh,Agra,Agra,Onion,Local,94,1857,2157,1960,19-03-2025
Uttar Pradesh,Lucknow,Lucknow,Wheat,Local,855,2117,2494,2309,19-03-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,669,2753,3210,2967,19-03-2025
Punjab,Patiala,Patiala,Maize,Local,110,2205,2629,2340,19-03-2025
Punjab,Amritsar,Amritsar,Wheat,Local,331,2235,2683,2472,19-03-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,1331,2200,2668,2401,19-03-2025
Haryana,Rohtak,Rohtak,Rice,Local,969,2093,2564,2321,19-03-2025
Haryana,Karnal,Karnal,Wheat,Local,1450,2248,2677,2429,19-03-2025
Haryana,Karnal,Karnal,Maize,Local,1122,2087,2578,2315,19-03-2025
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,292,4328,5346,4709,19-03-2025
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,702,2210,2618,2347,19-03-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,1354,5341,6620,5926,19-03-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,1313,5627,7266,6381,19-03-2025
Gujarat,Surat,Surat,Maize,Local,522,2052,2455,2224,19-03-2025
Gujarat,Surat,Surat,Cotton,Local,324,5996,7585,6771,19-03-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,385,5104,6148,5627,19-03-2025
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,602,4290,5370,4722,19-03-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,468,2180,2513,2352,19-03-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,925,2164,2600,2301,19-03-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,690,2059,2509,2232,19-03-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,1125,9850,11662,10569,19-03-2025
Karnataka,Hubli,Hubli,Tomato,Local,553,2325,2612,2479,19-03-2025
Karnataka,Hubli,Hubli,Chickpea,Local,843,5606,6224,5908,19-03-2025
Karnataka,Mysore,Mysore,Rice,Local,950,2215,2495,2338,19-03-2025
Tamil Nadu,Madurai,Madurai,Maize,Local,1463,1876,2359,2083,19-03-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,235,1911,2320,2094,19-03-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,1475,1983,2450,2222,19-03-2025
West Bengal,Burdwan,Burdwan,Rice,Local,1258,1970,2304,2161,19-03-2025
West Bengal,Burdwan,Burdwan,Potato,Local,713,1108,1245,1177,19-03-2025
Bihar,Gaya,Gaya,Wheat,Local,224,2075,2472,2233,19-03-2025
Bihar,Gaya,Gaya,Rice,Local,377,2080,2423,2193,19-03-2025
Maharashtra,Nashik,Lasalgaon,Jowar,Local,357,3194,3853,3473,18-04-2025
Maharashtra,Nagpur,Nagpur,Wheat,Local,909,2235,2790,2504,18-04-2025
Maharashtra,Nashik,Lasalgaon,Soybean,Local,1332,4487,5238,4805,18-04-2025
Uttar Pradesh,Varanasi,Varanasi,Wheat,Local,1069,2074,2336,2222,18-04-2025
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,537,1962,2516,2228,18-04-2025
Uttar Pradesh,Meerut,Meerut,Onion,Local,212,1734,2064,1899,18-04-2025
Punjab,Ludhiana,Ludhiana,Wheat,Local,150,2301,2815,2504,18-04-2025
Punjab,Patiala,Patiala,Cotton,Local,116,6457,7347,6975,18-04-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,415,2081,2488,2348,18-04-2025
Haryana,Karnal,Karnal,Maize,Local,123,2155,2501,2311,18-04-2025
Haryana,Hisar,Hisar,Rice,Local,188,2173,2723,2408,18-04-2025
Haryana,Rohtak,Rohtak,Wheat,Local,299,2233,2757,2524,18-04-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,273,4363,5192,4698,18-04-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,1497,5149,6291,5547,18-04-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1227,2183,2495,2324,18-04-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,644,5754,7122,6446,18-04-2025
Gujarat,Surat,Surat,Cotton,Local,291,5900,7403,6692,18-04-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,897,2101,2559,2245,18-04-2025
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,188,4069,4894,4551,18-04-2025
Rajasthan,Kota,Kota,Wheat,Local,283,2134,2600,2323,18-04-2025
